Date,AMZN,DPZ,NFLX
2018-07-05,1699.72998,275.861115,398.390015
2018-07-06,1710.630005,277.261566,408.25
2018-07-09,1739.02002,276.387512,418.970001
2018-07-10,1743.069946,270.547302,415.630005
2018-07-11,1755.0,277.768127,418.649994
2018-07-12,1796.619995,277.142395,413.5
2018-07-13,1813.030029,279.496338,395.799988
2018-07-16,1822.48999,277.301331,400.480011
2018-07-17,1843.930054,280.13205,379.480011
2018-07-18,1842.920044,281.760925,375.130005
2018-07-19,1812.969971,274.877808,364.230011
2018-07-20,1813.699951,275.294983,361.049988
2018-07-23,1802.0,269.911621,362.660004
2018-07-24,1829.23999,261.290344,357.320007
2018-07-25,1863.609985,260.42627,362.869995
2018-07-26,1808.0,258.24115,363.089996
2018-07-27,1817.27002,258.936401,355.209991
2018-07-30,1779.219971,254.675415,334.959991
2018-07-31,1777.439941,260.883118,337.450012
2018-08-01,1797.170044,268.511169,338.380005
2018-08-02,1834.329956,274.877808,344.5
2018-08-03,1823.290039,277.609192,343.089996
2018-08-06,1847.75,278.244904,350.920013
2018-08-07,1862.47998,275.57309,351.829987
2018-08-08,1886.52002,284.979004,347.609985
2018-08-09,1898.52002,289.478394,349.359985
2018-08-10,1886.300049,289.339325,345.869995
2018-08-13,1896.199951,286.647675,341.309998
2018-08-14,1919.650024,285.565033,337.48999
2018-08-15,1882.619995,282.267456,326.399994
2018-08-16,1886.52002,285.773621,322.440002
2018-08-17,1882.219971,283.111725,316.779999
2018-08-20,1876.709961,282.823669,327.730011
2018-08-21,1883.420044,285.425964,338.019989
2018-08-22,1904.900024,289.567749,344.440002
2018-08-23,1902.900024,287.44223,339.170013
2018-08-24,1905.390015,295.934418,358.820007
2018-08-27,1927.680054,295.874817,364.579987
2018-08-28,1932.819946,297.404358,368.48999
2018-08-29,1998.099976,298.606232,368.040009
2018-08-30,2002.380005,298.635986,370.980011
2018-08-31,2012.709961,296.540283,367.679993
2018-09-04,2039.51001,294.593536,363.600006
2018-09-05,1994.819946,287.849457,341.179993
2018-09-06,1958.310059,288.564606,346.459991
2018-09-07,1952.069946,292.080658,348.679993
2018-09-10,1939.01001,291.792603,348.410004
2018-09-11,1987.150024,284.68103,355.929993
2018-09-12,1990.0,283.310364,369.950012
2018-09-13,1989.869995,283.459656,368.149994
2018-09-14,1970.189941,278.692841,364.559998
2018-09-17,1908.030029,273.269257,350.350006
2018-09-18,1941.050049,280.444336,367.649994
2018-09-19,1926.420044,278.115692,366.959991
2018-09-20,1944.300049,281.339966,365.359985
2018-09-21,1915.01001,284.832977,361.190002
2018-09-24,1934.359985,287.589508,369.609985
2018-09-25,1974.550049,289.380829,369.429993
2018-09-26,1974.849976,287.778625,377.880005
2018-09-27,2012.97998,292.027924,380.709991
2018-09-28,2003.0,293.371368,374.130005
2018-10-01,2004.359985,284.136353,381.429993
2018-10-02,1971.310059,280.912079,377.140015
2018-10-03,1952.76001,284.614044,377.049988
2018-10-04,1909.420044,280.40451,363.649994
2018-10-05,1889.650024,281.539001,351.350006
2018-10-08,1864.420044,278.881927,349.100006
2018-10-09,1870.319946,282.802856,355.709991
2018-10-10,1755.25,273.587738,325.890015
2018-10-11,1719.359985,269.567291,321.100006
2018-10-12,1788.609985,275.996002,339.559998
2018-10-15,1760.949951,271.61734,333.130005
2018-10-16,1819.959961,258.371826,346.399994
2018-10-17,1831.72998,266.392761,364.700012
2018-10-18,1770.719971,265.089111,346.709991
2018-10-19,1764.030029,266.452484,332.670013
2018-10-22,1789.300049,266.452484,329.540009
2018-10-23,1768.699951,264.53186,333.160004
2018-10-24,1664.199951,254.251892,301.829987
2018-10-25,1782.170044,260.501434,312.869995
2018-10-26,1642.810059,259.973999,299.829987
2018-10-29,1538.880005,255.247025,284.839996
2018-10-30,1530.420044,264.93985,285.809998
2018-10-31,1598.01001,267.487457,301.779999
2018-11-01,1665.530029,264.760712,317.380005
2018-11-02,1665.530029,264.014343,309.100006
2018-11-05,1627.800049,258.998779,315.440002
2018-11-06,1642.810059,262.282776,310.839996
2018-11-07,1755.48999,270.154449,327.5
2018-11-08,1754.910034,271.826294,317.920013
2018-11-09,1712.430054,273.020477,303.470001
2018-11-12,1636.849976,267.78598,294.070007
2018-11-13,1631.170044,263.427185,294.399994
2018-11-14,1599.01001,264.830383,286.730011
2018-11-15,1619.439941,258.361877,290.059998
2018-11-16,1593.410034,263.337646,286.209991
2018-11-19,1512.290039,250.848465,270.600006
2018-11-20,1495.459961,253.983185,266.980011
2018-11-21,1516.72998,258.332001,262.130005
2018-11-23,1502.060059,261.227936,258.820007
2018-11-26,1581.329956,265.069214,261.429993
2018-11-27,1581.420044,267.278442,266.630005
2018-11-28,1677.75,272.473145,282.649994
2018-11-29,1673.569946,278.822235,288.75
2018-11-30,1690.170044,275.976105,286.130005
2018-12-03,1772.359985,275.020752,290.299988
2018-12-04,1668.400024,264.730835,275.329987
2018-12-06,1699.189941,265.109009,282.880005
2018-12-07,1629.130005,257.068176,265.140015
2018-12-10,1641.030029,253.973251,269.700012
2018-12-11,1643.23999,250.778793,265.320007
2018-12-12,1663.540039,248.470032,274.880005
2018-12-13,1658.380005,249.497314,276.019989
2018-12-14,1591.910034,248.350357,266.839996
2018-12-17,1520.910034,241.548431,262.799988
2018-12-18,1551.47998,244.001892,270.940002
2018-12-19,1495.079956,238.745865,266.769989
2018-12-20,1460.829956,234.766434,260.579987
2018-12-21,1377.449951,238.855576,246.389999
2018-12-24,1343.959961,233.729202,233.880005
2018-12-26,1470.900024,248.250626,253.669998
2018-12-27,1461.640015,247.811783,255.570007
2018-12-28,1478.02002,249.287857,256.079987
2018-12-31,1501.969971,247.333069,267.660004
2019-01-02,1539.130005,242.655487,267.660004
2019-01-03,1500.280029,239.055054,271.200012
2019-01-04,1575.390015,242.954697,297.570007
2019-01-07,1629.51001,245.777176,315.339996
2019-01-08,1656.579956,241.568375,320.269989
2019-01-09,1659.420044,245.936768,319.959991
2019-01-10,1656.219971,245.537827,324.660004
2019-01-11,1640.560059,248.330414,337.589996
2019-01-14,1617.209961,243.523178,332.940002
2019-01-15,1674.560059,247.233322,354.640015
2019-01-16,1683.780029,246.196091,351.390015
2019-01-17,1693.219971,258.254059,353.190002
2019-01-18,1696.199951,266.751465,339.100006
2019-01-22,1632.170044,262.732147,325.160004
2019-01-23,1640.02002,272.436371,321.98999
2019-01-24,1654.930054,276.146545,326.670013
2019-01-25,1670.569946,283.407257,338.049988
2019-01-28,1637.890015,279.048828,335.660004
2019-01-29,1593.880005,274.121918,328.899994
2019-01-30,1670.430054,276.32605,340.660004
2019-01-31,1718.72998,282.978394,339.5
2019-02-01,1626.22998,277.652527,339.850006
2019-02-04,1633.310059,280.325439,351.339996
2019-02-05,1658.810059,288.523651,355.809998
2019-02-06,1640.26001,287.12738,352.190002
2019-02-07,1614.369995,288.124725,344.709991
2019-02-08,1588.219971,289.391357,347.570007
2019-02-11,1591.0,294.078888,345.730011
2019-02-12,1638.01001,286.449158,359.970001
2019-02-13,1640.0,288.034943,351.769989
2019-02-14,1622.650024,286.41922,359.070007
2019-02-15,1607.949951,280.90387,356.869995
2019-02-19,1627.579956,278.490326,361.920013
2019-02-20,1622.099976,277.752258,359.910004
2019-02-21,1619.439941,252.339752,356.970001
2019-02-22,1631.560059,260.019348,363.019989
2019-02-25,1633.0,255.261993,363.910004
2019-02-26,1636.400024,252.140289,364.970001
2019-02-27,1641.089966,251.84108,362.869995
2019-02-28,1639.829956,250.275238,358.100006
2019-03-01,1671.72998,250.065796,357.320007
2019-03-04,1696.170044,247.91153,351.040009
2019-03-05,1692.430054,248.66951,354.299988
2019-03-06,1668.949951,247.941452,359.609985
2019-03-07,1625.949951,247.283188,352.600006
2019-03-08,1620.800049,249.856354,349.600006
2019-03-11,1670.619995,246.335709,358.859985
2019-03-12,1673.099976,239.364227,356.269989
2019-03-13,1690.810059,244.719986,361.209991
2019-03-14,1686.219971,247.25,358.820007
2019-03-15,1712.359985,244.270004,361.459991
2019-03-18,1742.150024,243.410004,363.440002
2019-03-19,1761.849976,248.759995,358.779999
2019-03-20,1797.27002,243.940002,375.220001
2019-03-21,1819.26001,245.050003,377.869995
2019-03-22,1764.77002,239.25,361.01001
2019-03-25,1774.26001,242.559998,366.230011
2019-03-26,1783.76001,245.399994,359.970001
2019-03-27,1765.699951,247.580002,353.369995
2019-03-28,1773.420044,253.919998,354.609985
2019-03-29,1780.75,258.100006,356.559998
2019-04-01,1814.189941,249.449997,366.959991
2019-04-02,1813.97998,245.220001,367.720001
2019-04-03,1820.699951,253.110001,369.75
2019-04-04,1818.859985,248.940002,367.880005
2019-04-05,1837.280029,254.559998,365.48999
2019-04-08,1849.859985,247.5,361.410004
2019-04-09,1835.839966,247.830002,364.709991
2019-04-10,1847.329956,248.940002,363.920013
2019-04-11,1844.069946,255.550003,367.649994
2019-04-12,1843.060059,257.609985,351.140015
2019-04-15,1844.869995,258.899994,348.869995
2019-04-16,1863.040039,255.339996,359.459991
2019-04-17,1864.819946,265.25,354.73999
2019-04-18,1861.689941,267.609985,360.350006
2019-04-22,1887.310059,266.0,377.339996
2019-04-23,1923.77002,270.200012,381.890015
2019-04-24,1901.75,283.420013,374.230011
2019-04-25,1902.25,276.450012,368.329987
2019-04-26,1950.630005,273.429993,374.850006
2019-04-29,1938.430054,268.869995,371.829987
2019-04-30,1926.52002,270.579987,370.540009
2019-05-01,1911.52002,271.459991,378.809998
2019-05-02,1900.819946,274.320007,379.059998
2019-05-03,1962.459961,279.75,385.029999
2019-05-06,1950.550049,282.019989,378.670013
2019-05-07,1921.0,277.390015,370.459991
2019-05-08,1917.77002,283.149994,364.369995
2019-05-09,1899.869995,282.160004,362.75
2019-05-10,1889.97998,278.369995,361.040009
2019-05-13,1822.680054,273.880005,345.26001
2019-05-14,1840.119995,272.859985,345.609985
