Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-15 00:00:00-04:00,142.58923067338137,143.4014793249628,141.47350899362092,143.187255859375,5524100,0.0,0.0
2021-03-16 00:00:00-04:00,143.2229366466137,144.31186824839628,143.02656858244472,144.03517150878906,6369100,0.0,0.0
2021-03-17 00:00:00-04:00,143.55320150398848,144.35651558533814,142.39284834897933,143.49964904785156,6001400,0.0,0.0
2021-03-18 00:00:00-04:00,142.9998378445387,144.14233587968056,142.776693484243,143.23190307617188,4801800,0.0,0.0
2021-03-19 00:00:00-04:00,143.42825166683886,144.1512371165769,142.33930624734603,142.8480682373047,14891500,0.0,0.0
2021-03-22 00:00:00-04:00,141.30387523317148,143.3925023298461,141.02717851775458,143.2586212158203,7544100,0.0,0.0
2021-03-23 00:00:00-04:00,142.99982609024505,143.88346896780578,141.81269655669348,143.12478637695312,7178300,0.0,0.0
2021-03-24 00:00:00-04:00,142.90164897895744,145.02597395622107,142.651728393397,144.5172119140625,6370100,0.0,0.0
2021-03-25 00:00:00-04:00,144.99022154130947,144.99914240894404,143.38358009014638,144.57070922851562,6269800,0.0,0.0
2021-03-26 00:00:00-04:00,144.6778522741301,147.36451868201243,144.04413001381513,147.2127685546875,7619200,0.0,0.0
2021-03-29 00:00:00-04:00,146.23093361796276,149.0871781158334,146.05242089052987,148.20352172851562,8535100,0.0,0.0
2021-03-30 00:00:00-04:00,147.29308365790772,147.86433248350377,146.58794008934063,147.28414916992188,7236300,0.0,0.0
2021-03-31 00:00:00-04:00,147.23955631192405,147.62335801065475,146.1149002056648,146.69508361816406,8281500,0.0,0.0
2021-04-01 00:00:00-04:00,145.13307468160366,146.23986181896353,144.82958804814,145.33836364746094,7229700,0.0,0.0
2021-04-05 00:00:00-04:00,146.06134859253177,147.0521099387258,145.18662665343885,145.8739013671875,7387100,0.0,0.0
2021-04-06 00:00:00-04:00,146.45406095695103,146.84679708357095,145.49007599696935,145.8381805419922,5074200,0.0,0.0
2021-04-07 00:00:00-04:00,145.98100870256573,146.63258626701855,145.77571975315,146.03456115722656,4608000,0.0,0.0
2021-04-08 00:00:00-04:00,146.3826867190954,146.48087077326616,145.3562282052055,145.4633331298828,5039400,0.0,0.0
2021-04-09 00:00:00-04:00,144.70460785555747,145.42759319117596,142.6159805260714,143.92807006835938,8418300,0.0,0.0
2021-04-12 00:00:00-04:00,143.78524867075308,144.6689049452335,143.115815813626,144.2761688232422,5022800,0.0,0.0
2021-04-13 00:00:00-04:00,140.00967270948365,142.74987787733417,139.71512057267557,142.3482208251953,18424100,0.0,0.0
2021-04-14 00:00:00-04:00,140.87548342213614,142.91055867087843,140.61662836613638,142.740966796875,7718300,0.0,0.0
2021-04-15 00:00:00-04:00,143.4550288363276,144.9456313354757,143.0176610437821,143.1604766845703,7524600,0.0,0.0
2021-04-16 00:00:00-04:00,144.0084397169389,145.05275367879514,143.31223040903478,144.811767578125,9049400,0.0,0.0
2021-04-19 00:00:00-04:00,145.04378706838045,145.58825967539224,143.56210572868986,145.21337890625,8353500,0.0,0.0
2021-04-20 00:00:00-04:00,143.70491831075816,149.7655110468719,143.70491831075816,148.5962371826172,14050700,0.0,0.0
2021-04-21 00:00:00-04:00,148.49805942325122,148.98005872208145,147.53407444523754,148.69442749023438,6333200,0.0,0.0
2021-04-22 00:00:00-04:00,148.02500205772736,148.41773821144668,146.93605676592296,147.43589782714844,7233000,0.0,0.0
2021-04-23 00:00:00-04:00,146.8557538991955,148.22139618853808,146.3826889816925,147.73941040039062,6015300,0.0,0.0
2021-04-26 00:00:00-04:00,147.46271154282135,147.64122429077588,146.16846347593915,146.4897918701172,6027800,0.0,0.0
2021-04-27 00:00:00-04:00,146.16843798970476,146.30233274206174,145.01701938945945,145.65074157714844,6217700,0.0,0.0
2021-04-28 00:00:00-04:00,145.3651385139916,145.66861152496114,144.28511399658422,144.5796661376953,7448000,0.0,0.0
2021-04-29 00:00:00-04:00,144.50825726091395,146.61474020219592,144.42792857383103,146.56118774414062,6394300,0.0,0.0
2021-04-30 00:00:00-04:00,146.5165424669248,146.6772134457278,145.06165088697458,145.24908447265625,9079100,0.0,0.0
2021-05-03 00:00:00-04:00,146.02565746528285,147.5608915711749,145.59721053830185,147.46270751953125,6594100,0.0,0.0
2021-05-04 00:00:00-04:00,147.12353149959188,149.81911900655385,146.98071584976543,149.74771118164062,10179500,0.0,0.0
2021-05-05 00:00:00-04:00,149.50668068608377,150.3099947165382,148.87294488276964,149.1228790283203,7792300,0.0,0.0
2021-05-06 00:00:00-04:00,148.8729726149401,149.85481316363544,148.38206596024216,149.72093200683594,5529900,0.0,0.0
2021-05-07 00:00:00-04:00,150.2207335139741,151.00619212602672,149.80122117383007,150.3992462158203,5316200,0.0,0.0
2021-05-10 00:00:00-04:00,151.6488479205324,153.10375299094673,151.0508228818068,151.97911071777344,8357500,0.0,0.0
2021-05-11 00:00:00-04:00,152.31828559130756,152.5146536543842,150.20288209865495,150.73843383789062,8217900,0.0,0.0
2021-05-12 00:00:00-04:00,150.43494268039896,151.55959857466343,149.9083254452746,150.1314697265625,6758300,0.0,0.0
2021-05-13 00:00:00-04:00,149.03365740268933,152.3629674662184,149.03365740268933,151.7024688720703,8018600,0.0,0.0
2021-05-14 00:00:00-04:00,153.0590902866679,153.17512964747894,151.88981667113376,151.9344482421875,5797700,0.0,0.0
2021-05-17 00:00:00-04:00,152.09516354553605,153.4251086000189,152.01483485879743,152.08624267578125,5722600,0.0,0.0
2021-05-18 00:00:00-04:00,151.72028859664488,152.9609705230326,151.31863152774866,152.13980102539062,5846000,0.0,0.0
2021-05-19 00:00:00-04:00,151.65780329729884,151.8809476090353,149.98867458414935,151.80953979492188,5533800,0.0,0.0
2021-05-20 00:00:00-04:00,151.68460522765497,153.15735248680937,151.46146087810732,152.69322204589844,4853200,0.0,0.0
2021-05-21 00:00:00-04:00,152.92526571198698,154.18380293476466,152.51467417404487,152.5950164794922,6501800,0.0,0.0
2021-05-24 00:00:00-04:00,153.49314536633207,153.8973220285753,152.47824970912254,153.17880249023438,5195100,1.06,0.0
2021-05-25 00:00:00-04:00,153.28655561183515,153.60988867664437,152.45128652210548,152.75665283203125,7444700,0.0,0.0
2021-05-26 00:00:00-04:00,152.68483287082546,152.7566862014369,151.14002052423328,151.8495635986328,5726400,0.0,0.0
2021-05-27 00:00:00-04:00,152.02016020221407,152.83747620710665,151.22980118081563,151.61599731445312,8114700,0.0,0.0
