Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-15 00:00:00-04:00,227.18413770439608,227.40652185294732,224.1383763269152,227.03909301757812,26034900,0.0,0.0
2021-03-16 00:00:00-04:00,228.46045695052544,232.11535898562002,228.13171258317612,229.8431396484375,28092200,0.0,0.0
2021-03-17 00:00:00-04:00,228.33476704770135,230.65534949760786,225.5114042743866,229.1953125,29562100,0.0,0.0
2021-03-18 00:00:00-04:00,224.86357551060163,226.43963644067026,222.70738004305798,223.08447265625,34833000,0.0,0.0
2021-03-19 00:00:00-04:00,223.37454008172645,224.77655027756867,221.75980946954306,222.72671508789062,46430700,0.0,0.0
2021-03-22 00:00:00-04:00,222.6493674880286,229.05994189568952,222.52366503268703,228.18006896972656,30127000,0.0,0.0
2021-03-23 00:00:00-04:00,229.63043503272812,233.0726168895931,229.2243364179776,229.7174530029297,31638400,0.0,0.0
2021-03-24 00:00:00-04:00,229.97852178181688,230.12355173222502,227.53225159286734,227.66761779785156,25620100,0.0,0.0
2021-03-25 00:00:00-04:00,227.5128800646398,229.09860458484349,223.9063264752013,224.6508331298828,34061900,0.0,0.0
2021-03-26 00:00:00-04:00,223.88703132154123,228.87626857609533,223.88703132154123,228.65386962890625,25479900,0.0,0.0
2021-03-29 00:00:00-04:00,228.7601934748005,228.96325014346309,224.2060763388015,227.4548797607422,25227500,0.0,0.0
2021-03-30 00:00:00-04:00,225.801457268997,226.1108741341666,223.45188380857425,224.17706298828125,24792000,0.0,0.0
2021-03-31 00:00:00-04:00,225.20198040543963,231.187128259121,224.6991853767324,227.9673309326172,43623500,0.0,0.0
2021-04-01 00:00:00-04:00,230.5779761914017,234.80334887949442,230.17187761588366,234.32957458496094,30338000,0.0,0.0
2021-04-05 00:00:00-04:00,234.72600724804468,241.6877396410895,234.66799527040416,240.8271942138672,36910600,0.0,0.0
2021-04-06 00:00:00-04:00,239.4155001585095,241.14625471940562,238.70966318992367,239.6572265625,22931900,0.0,0.0
2021-04-07 00:00:00-04:00,239.60890083833849,242.62564192229542,239.00942402134964,241.62973022460938,22719800,0.0,0.0
2021-04-08 00:00:00-04:00,244.40478582644923,245.72944206548055,243.66026422137216,244.868896484375,23625200,0.0,0.0
2021-04-09 00:00:00-04:00,244.50143816737415,247.51819396582258,244.08567580070337,247.38282775878906,24326800,0.0,0.0
2021-04-12 00:00:00-04:00,246.28051222175563,249.1425590611245,246.19347951180376,247.4407958984375,27148700,0.0,0.0
2021-04-13 00:00:00-04:00,248.74614977442516,250.6122705431789,248.3303579311484,249.9354248046875,23837500,0.0,0.0
2021-04-14 00:00:00-04:00,248.95885914085616,250.26415806660793,246.71563111541306,247.1313934326172,23070900,0.0,0.0
2021-04-15 00:00:00-04:00,249.39396885997098,251.32778017266665,249.20060543327276,250.91201782226562,25627500,0.0,0.0
2021-04-16 00:00:00-04:00,250.8829872149482,252.3623515436928,249.0748785362177,252.11094665527344,24878600,0.0,0.0
2021-04-19 00:00:00-04:00,251.57917951472078,252.82649604592189,249.28761788114033,250.17715454101562,23209300,0.0,0.0
2021-04-20 00:00:00-04:00,249.28763286491557,251.5888731356024,248.3400546629798,249.71307373046875,19722900,0.0,0.0
2021-04-21 00:00:00-04:00,250.37058866986004,252.0529953090538,248.7365155173191,251.956298828125,24030400,0.0,0.0
2021-04-22 00:00:00-04:00,251.59849034240358,253.11653917054838,247.17973955535945,248.65911865234375,25606200,0.0,0.0
2021-04-23 00:00:00-04:00,249.3455995756145,252.85547132537891,248.75577186597636,252.5073699951172,21462600,0.0,0.0
2021-04-26 00:00:00-04:00,253.00050947582758,253.754694623694,251.55982965034812,252.89413452148438,19763300,0.0,0.0
2021-04-27 00:00:00-04:00,252.92318557381552,254.47991912894528,251.5115114829657,253.30029296875,31014200,0.0,0.0
2021-04-28 00:00:00-04:00,247.605153301247,248.0499510872284,244.57874904739901,246.13546752929688,46903100,0.0,0.0
2021-04-29 00:00:00-04:00,247.0056881116654,247.62450704800176,240.75947202449527,244.15330505371094,40589000,0.0,0.0
2021-04-30 00:00:00-04:00,241.47500653604348,244.70446765473707,241.33964034405656,243.83424377441406,30945100,0.0,0.0
2021-05-03 00:00:00-04:00,245.01388477039796,245.93245693705362,242.80934107804293,243.5248565673828,19626600,0.0,0.0
2021-05-04 00:00:00-04:00,242.66432159148357,242.8963842678736,237.62673646753146,239.5895538330078,32756100,0.0,0.0
2021-05-05 00:00:00-04:00,240.81752988826238,241.24297075441083,237.68476488082388,238.31324768066406,21901300,0.0,0.0
2021-05-06 00:00:00-04:00,238.2938828346981,241.5910344808198,236.5921342853169,241.46533203125,26491100,0.0,0.0
2021-05-07 00:00:00-04:00,243.80524259654717,245.88409850126487,242.85767923394673,244.10499572753906,27032900,0.0,0.0
2021-05-10 00:00:00-04:00,242.56764043235242,243.3991799663087,238.9417438750682,238.999755859375,29299900,0.0,0.0
2021-05-11 00:00:00-04:00,236.45675201993078,238.43891132150725,234.54228318777075,238.08114624023438,33641600,0.0,0.0
2021-05-12 00:00:00-04:00,234.15554329136458,236.29241130423097,230.191238914293,231.0904541015625,36684400,0.0,0.0
2021-05-13 00:00:00-04:00,233.79778600308975,237.4720303748559,233.4303571397704,234.98707580566406,29624300,0.0,0.0
2021-05-14 00:00:00-04:00,237.45269741654624,240.93354899396118,237.36567944671805,239.93763732910156,23901100,0.0,0.0
2021-05-17 00:00:00-04:00,238.39061941755895,238.42928915649927,235.46089612861059,237.06594848632812,24970200,0.0,0.0
