Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-15 00:00:00-04:00,217.75228112641486,220.52966001770164,215.33422348984212,216.8200225830078,9306100,0.0,0.0
2021-03-16 00:00:00-04:00,217.24727342289086,219.06324646089053,215.87800319841966,218.2086639404297,8949300,0.0,0.0
2021-03-17 00:00:00-04:00,218.54861008426892,219.70423495003,215.35364547681374,216.57725524902344,8675600,0.0,0.0
2021-03-18 00:00:00-04:00,215.0331759678013,216.09169858546204,213.23662888740924,214.28543090820312,9321800,0.0,0.0
2021-03-19 00:00:00-04:00,212.789893311242,213.809563091905,200.90350104151617,200.92291259765625,32209700,0.0,0.0
2021-03-22 00:00:00-04:00,200.5830566368274,206.1572264226684,200.27229388548585,201.9911651611328,11371600,0.0,0.0
2021-03-23 00:00:00-04:00,203.01081935978343,203.89453419531722,201.50559388762875,202.13681030273438,8820700,0.0,0.0
2021-03-24 00:00:00-04:00,202.71947635448788,205.0404316826655,201.92315800539822,202.0591278076172,10101600,0.0,0.0
2021-03-25 00:00:00-04:00,201.67068451663656,202.78747141695578,199.83528472847678,201.96202087402344,8390800,0.0,0.0
2021-03-26 00:00:00-04:00,202.23393770014968,207.52649156952214,201.69982349652864,207.3614044189453,7399900,0.0,0.0
2021-03-29 00:00:00-04:00,206.3125929248885,209.07054546329286,205.02101311645671,208.31307983398438,7792300,0.0,0.0
2021-03-30 00:00:00-04:00,206.85642234527265,207.9634886862884,205.3026530834519,205.7784881591797,5498000,0.0,0.0
2021-03-31 00:00:00-04:00,206.4096911093409,207.92462222944187,205.43857989717554,205.61337280273438,13180000,0.0,0.0
2021-04-01 00:00:00-04:00,207.6041749676621,211.44978228075567,206.16693437581134,210.59519958496094,6138400,0.0,0.0
2021-04-05 00:00:00-04:00,212.28492747197802,214.1397387178623,211.03218564786619,212.7122039794922,10440500,0.0,0.0
2021-04-06 00:00:00-04:00,211.3332525635172,213.06182962457876,209.11911981523647,212.33349609375,7828100,0.0,0.0
