Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-03-16 00:00:00-04:00,29.346498535947816,29.603279278657283,29.339163142741917,29.559261322021484,15238800,0.0,0.0
2015-03-17 00:00:00-04:00,29.83805085950103,29.882071614566232,29.581270118371144,29.720664978027344,21661800,0.0,0.0
2015-03-18 00:00:00-04:00,29.69865296322096,29.92608930975268,29.19976231829325,29.786691665649414,26247500,0.0,0.0
2015-03-19 00:00:00-04:00,29.69866735493813,29.728014536202302,29.31716239460765,29.361183166503906,16057600,0.0,0.0
2015-03-20 00:00:00-04:00,29.39785019474474,29.830711093989912,29.353829446131755,29.823375701904297,31608500,0.0,0.0
2015-03-23 00:00:00-04:00,29.816046115181546,30.03614432436102,29.713333804144497,29.801372528076172,17060500,0.0,0.0
2015-03-24 00:00:00-04:00,30.014128963566225,30.072823299512276,29.69131851196289,29.69131851196289,13485700,0.0,0.0
2015-03-25 00:00:00-04:00,29.77936713910123,29.860070478565877,29.522586330532725,29.676654815673828,22811300,0.0,0.0
2015-03-26 00:00:00-04:00,29.595941813728473,29.757348439961746,29.515238500611837,29.6032772064209,17359600,0.0,0.0
2015-03-27 00:00:00-04:00,29.698666271432035,29.698666271432035,29.324499519419064,29.405202865600586,14384400,0.0,0.0
2015-03-30 00:00:00-04:00,29.42720167369321,29.79403290313601,29.30247760035857,29.720664978027344,12561400,0.0,0.0
2015-03-31 00:00:00-04:00,29.720662369275665,30.006793054033878,29.603276498105604,29.750009536743164,16604800,0.0,0.0
2015-04-01 00:00:00-04:00,29.926091729017454,29.940765313725077,29.515239753304375,29.845388412475586,14300700,0.0,0.0
2015-04-02 00:00:00-04:00,29.882070974894585,29.984783269147826,29.69865536409948,29.845388412475586,14343100,0.0,0.0
2015-04-06 00:00:00-04:00,29.9114164790283,30.527693008937415,29.779357022712063,30.204879760742188,19843400,0.0,0.0
2015-04-07 00:00:00-04:00,30.116846791900866,30.351618581464635,30.05815524386017,30.087499618530273,9773400,0.0,0.0
2015-04-08 00:00:00-04:00,30.06550334040825,30.146206701923987,29.88942582319362,29.999473571777344,8954700,0.0,0.0
2015-04-09 00:00:00-04:00,29.933434244852087,30.13886168094131,29.80871294320933,30.116849899291992,12710900,0.0,0.0
2015-04-10 00:00:00-04:00,30.14619109763571,30.197547246798784,29.970110872862147,29.992122650146484,8720000,0.0,0.0
